Chemical,CAS No.,"Pos ""/""",CAS No. cleaned,"Number ""-""","Chem
Agora
Link","Che
LIST",CSCL-ISHL,,," Kirkland et al 2005 & 2011 [1, 2]*",US NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,Ames Overall ,,CSCL-ISHL," Kirkland et al 2005 & 2011 [1, 2]*",US NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,in vitro MLA Overall ,CSCL-ISHL," Kirkland et al 2005 & 2011 [1, 2]*",US NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,in vitro MN Overall ,CSCL-ISHL,,," Kirkland et al 2005 & 2011 [1, 2]*",US NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,in vitro CA Overall ,+,-,,CSCL-ISHL," Kirkland et al 2005 & 2011 [1, 2]*",US NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,in vivo MN Overall ,CSCL-ISHL," Kirkland et al 2005 & 2011 [1, 2]*",US NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,in vivo CA Overall,CSCL-ISHL," Kirkland et al 2005 & 2011 [1, 2]*",US NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,in vivo UDS Overall," Kirkland et al 2005 & 2011 [1, 2]*",EFSA,ECHA,SCCS,ISSTox,Literature & Notes,transgenic Overall," Kirkland et al 2005 & 2011 [1, 2]*",CosE,SCCS,EFSA,GSK,ECHA,Literature & Notes,in vivo DNA damage Overall,+,-,,CSCL-ISHL,,," Kirkland et al 2005 & 2011 [1, 2]*",NTP,EFSA,SCCS,CosE,BASF,GSK,ECHA,ISSTox,Literature & Notes,CARC Overall ,, (a)
Iodinated glycerol,5634-39-9,0,5634-39-9,2,»,»,,,,+,+,,,,,,,,,+,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,E,+,,,,,,,,,+,2,0,,,-,-,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,+,+,,,,,,,,,+,,
Iodoform,75-47-8,0,75-47-8,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,,,,,,,,,-,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,-,-,,,,,,,,,-,,
Iodotrifluoromethane,2314-97-8,0,2314-97-8,2,»,»,,,,+,,,,,,,,,,+,,,U,,,,,,,,,,I,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Isobutyl nitrite,542-56-3,0,542-56-3,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,+,+,,,,,,,,,+,,
Isoniazid,54-85-3,0,54-85-3,2,»,»,,,,+,,,,,,,,,,+,,,- (I),,,,,,,,,Inadequate [118],I,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
Isophosphamide,3778-73-2,0,3778-73-2,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
Isopropyl methanesulfonate,926-06-7,0,926-06-7,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,+,,,,,,,,,,+,3,0,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,,,,,,,,,,+,,,,,,+,,,,,,,,,3,0,,,,,+,,,,,,,,,+ [214],+,,
Kaemferol ,520-18-3,0,520-18-3,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,+,,,,,,,,,,+,2,0,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Kilakar [Proclonol],14088-71-2,0,14088-71-2,2,»,»,,,,weak +,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(-) TC,,,,,,,,,,I,0,0,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Kojic Acid ,501-30-4,0,501-30-4,2,»,»,,,,+,,,+,,,,,,+ [70],+,,,,,,- Hprt,,,,,,,- Hprt,,,,,+,,,,,,,+,,,,E,,,+,,,,,,,+,2,1,,,E,,,-,,,,,,E [2]; - [70],-,,,,,,,,,,,,,,-,,,-,,,,,,,-,-,,,,,,-,,,,,,,,,0,3,,,,,,,,+,,,,,,,+,,
Lasiocarpine,303-34-4,0,303-34-4,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,+,+,,,,,,,,,+,,
Lead dimethyldithiocarbamate,19010-66-3,0,19010-66-3,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,E,,,,,,,,,E,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,-,-,,,,,,,,,-,,
Linalyl acetate,115-95-7,0,115-95-7,2,»,»,,,,,,,,,,,weak +,,+ [71],E,,,,,,,,,,-,,,-,,,,,,,,,,,+ [128],+,,,,,,,,,,,-,,,-,1,2,,,,,,,,,,-,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,
Lomefloxacin,98079-51-7,0,98079-51-7,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Malonaldehyde / Na salt,542-78-9/ 24382-04-5,9,542-78-9,2,»,»,,,,,+,,,,,,,,+ [72];  weak+ [73]; - [74],+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,-,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,+,,,,,,,,,+,,
Maltol,118-71-8,0,118-71-8,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Manganese (II) sulfate monohydrate,10034-96-5,0,10034-96-5,2,»,»,,,,+,-,,,,,,,,"- [75, 76]",+,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,2,0,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,-,E,,,,,,,,,E,,
Mea-alpha-C (free base and acetate salt),68006-83-7/ 117831-29-5,11,68006-83-7,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
Megazol (CL 64855),19622-55-0,0,19622-55-0,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,+,,,,,,,,,,+,2,0,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Menogarol,71628-96-1,0,71628-96-1,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Melphalan,148-82-3,0,148-82-3,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,+,+,,,,,,,,,+,,,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,+,,,,,,,,,,+,,
6-Mercaptopurine,50-44-2,0,50-44-2,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,+,+,,,,,,,,,+,3,0,,,+,(+) Mice,,,,,,,,+ [134],+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Methapyrilene hydrochloride,135-23-9,0,135-23-9,2,»,»,,,,E,+,,,,,,,,+ [77] similar to phenobarbital,+,,,U,-,,,,,,,,,I,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,+,,,,,,,,,+,,
Methomyl (AKA Lannate),16752-77-5,0,16752-77-5,2,»,»,,,,E,,,,,,,,,,E,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,+,,,,,,,,,,+,2,0,,,+,,,,,,,,,,+,,(+) spleen,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,
"Methotrexate [AKA glutamic acid, N-(p-(((2,4-diamino-6-
pteridinyl)methyl)methylamino)benzoyl),-, L-]",59-05-2,0,59-05-2,2,»,»,,,,E,,,,,,,,,,E,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,+,,,,,,,,,,+,3,0,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
"7-Methoxy-2-nitronaphthol(2,1-b)furan",75965-74-1,0,75965-74-1,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,+,,,,,,,,,,+,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
3-Methoxy-4-aminoazobenzene,3544-23-8,0,3544-23-8,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
(E)-4-Methoxy-4'-nitrostilbene,4648-33-3,0,4648-33-3,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
5-Methoxypsoralen,484-20-8,0,484-20-8,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,-,-,,,,,,,,,-,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,I,,,,,,,,,I [168],I,,
8-Methoxypsoralen,298-81-7,0,298-81-7,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,,E,,,,,,,,,E,,,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,+,+,,,,,,,,,+,,
Methyl acetoacetate,105-45-3,0,105-45-3,2,»,»,+,+,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,-,+,+,,,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,not listed,not listed,(-) Rats & Mice (drinking) MHLW,,,,,,,,,,,-,,
p-Methylaminophenol sulphate  COLIPA A22,55-55-0 (hemi sulfate)/  150-75-4 (base)/   1936-57-8 (sulfate),23,55-55-0 (hemi sulfate),2,»,»,,,,,,,+,+,,,,,+ [78],+,,,,,,+ Tk; - Hprt,+ Tk; -Hprt,,,,, (+) Tk and (-) Hprt [78]; (b) from E call to +/-.,+,,,,,,,,,,,,,,,,,,,+,+,,,,,,+,2,0,,,,,,-,-,,,,,,-,,,,,,,,,,,,,,,,,-,-,,,,,,-,,,,,,,,,,,,,,,,0,2,,,,,,,,I,,,,,,1x or 2x weekly topical appilication. Data therefore not conclusive.,I,,
2-Methylaziridine (propyleneimine),75-55-8,0,75-55-8,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,+,,,,,,,,,"+ [215, 216]",+,,
Methyl bromide,74-83-9,0,74-83-9,2,»,»,,,,+,+,,,,,,,,,+,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,E,,,,,,,,,,E,1,0,,,,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,-,,-,"(-) Mice, only",,,,,,,,(-) Rats [217]; NTP study in Mice only. Other studies negative. 2 studies in rat were positive for forestomach tumours. Accepted overall negative as in CPDB.,-,,
Methyl chloride,74-87-3,0,74-87-3,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,E,,,,,,,,,,E,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
"N7-Methyldibenzo[c,g]carbazole (NMDBC)",27093-62-5,0,27093-62-5,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,,,,1,0,,,,,+,,,,,,,,,+ [218],+,,
Methylazoxymethanol acetate,592-62-1,0,592-62-1,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,+,,,,,,,,,,+,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
3-Methylcholanthrene,56-49-5,0,56-49-5,2,»,»,,,,+,+,,,,,,,,,+,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,+,-,,,,,,,,,E,2,0,,,E,,,,,,,,,,E,,,,,,,,,,,,,,E,,,,,,,,,,E,+,,,,,,+,,,,,,,,,1,0,,,,,+,,,,,,,,,,+,,
3'-Methyl-4-dimethylaminoazobenzene,55-80-1,0,55-80-1,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,1,0,,,,,+,,,,,,,,,,+,,
Methylene blue (free base and trihydrate),61-73-4/ 7220-79-3,8,61-73-4,2,»,»,,,,,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,+,1,0,,,,-,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,+,,,,,,,,,+,,
"4,4'-Methylenebis(2-chloroaniline) (free base and 2HCl salt)",101-14-4/ 64049-29-2,9,101-14-4,2,»,»,-,+ H. S9,+,+,+,,,,,,,,,+,,,U,+,,,,,,,,,I,,+,,,,,,,,,,+,+,-,+,+**,-,,,,,,,,,+,2,0,,+,E,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,+,2,0,,1,(+) Rats,,+,,,,,,,,,,+,,
"4,4'-Methylenebis(N,N-dimethylaniline)",101-61-1,0,101-61-1,2,»,»,,,,+,+,,,,,,,,,+,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,-,-,,,,,,,,,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,- ,,,,,,,,,but induces RDS,-,,,,,,,,(+) Rat thyroid),,,,,,,+,1,1,,,,,+,+,,,,,,,,,+,,
"4,4'-Methylene-bis(2-methylaniline)",838-88-0,0,838-88-0,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
"4,4'-Methylenediamine (free base and 2HCl salt)",65701-06-6/ 13552-44-8,11,65701-06-6,2,»,»,,,,+,+,,,,,,,,,+,,,U,+,,,,,,,,,I,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,+,,,,,,,,,,+,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,,,,,,,,,,,,1,1,,,,,+,+,,,,,,,,,+,,
Methylenedianiline/HCl,101-77-9,0,101-77-9,2,»,»,,,,,+,,,,,,,,,+,,,,+,,,,,,,,,+,,,,,,,,,,,,,,,,,+,,,,,,,,,+,2,0,,,+,+,,,,,,,,,+,,,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,
Methyl iodide,74-88-4,0,74-88-4,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
Methylhydrazine,60-34-4,0,60-34-4,2,»,»,+,+,+,,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,+,,,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,not listed,(+) Mice,,,,,,,,,,,,+,,
Methyl methacrylate,80-62-6,0,80-62-6,2,»,»,,,,,E,,,,,,,,,E,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,+,,,,,,,,,+,2,0,,,E,E,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,-,,,,,,,,,-,,
Methyl methanesulphonate,66-27-3,0,66-27-3,2,»,»,,,,+,+,,,,,,,,,+,,,+,+,,,,,,,,,+,,+,,,,,,,,,,+,,,,+,,,,,,,,,,+,3,0,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,+,,,,,,,,,,+,+,,,,,,+,+,,,,,,,+,5,0,,,,,+,,,,,,,,,,+,,
2-Methyl-1-nitroanthraquinone,129-15-7,0,129-15-7,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,+,,,,,,,,,+,,
4-Methyl-1-[(5-nitrofurfurylidene)amino]-2-imidazoline,21638-36-8,0,21638-36-8,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
N-Methyl-N'-nitro-N-nitrosoguanidine,70-25-7,0,70-25-7,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,+,,,,,,,,,,+,3,0,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,+,,,,,,,,,,+,+,,,,,,+,+,,,,,,,+,5,0,,,,,+,,,,,,,,,,+,,
3-Methyl-4-nitroquinoline-N-oxide,14073-00-8,0,14073-00-8,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,E,(+) Mice,,,,,,,,+ [134],E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,
N-Methyl-N-nitrosobenzamide,63412-06-6,0,63412-06-6,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
Methylnitrosocyanamide,33868-17-6,0,33868-17-6,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
(E)-4-Methyl-4'-nitrostilbene,24325-70-0,0,24325-70-0,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
4-Methyl-o-phenylenediamine,496-72-0,0,496-72-0,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Methyl thiophanate,23564-05-8,0,23564-05-8,2,»,»,,,,+R,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,+,,,,,,,,,,+,,-,,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
Methyl trans-styryl ketone,1896-62-4,0,1896-62-4,2,»,»,,,,,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,-,,,,,,,,,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,,,-,,,,,,,," [219]: (-) Rats & Mice, dermal bioassay",-,,
Metronidazole,443-48-1,0,443-48-1,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,E,,,,,,,,,,E,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,-,,,,,,,,,0,1,,,,,+,,,,,,,,,,+,,
Miral,42509-80-8,0,42509-80-8,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Misonidazole,13551-87-6,0,13551-87-6,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,1,0,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,,,,,,,,,,
Mitomycin C,50-07-7,0,50-07-7,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,+,,,,,,,,,,+,,,,+,,,,,,,,,,+,3,0,,,+,,,,,,,,,,+,,+,+,,,,,,,,,+,,,,,,,,,,,,,+,,,,,,+,+,,,,,,,+,4,0,,,,,+,,,,,,,,,,+,,
4-Monochlorobiphenyl,2051-62-9,0,2051-62-9,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,-,,,,,,,,,,-,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,+,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
Monocrotophos,6923-22-4,0,6923-22-4,2,»,»,,,,+,,,,,,,,,,+,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,+,,,,,,,,,,+,2,0,,,E,,,,,,,,,,E,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,+,,,,,,,+,2,0,,,,,,,,,,,,,,,,,
6-Monomethylaminophenylazobenzthiazole,92911-19-8,0,92911-19-8,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,
4-Morpholino-2-(5-nitro-2-thienyl)quinazoline,58139-48-3,0,58139-48-3,2,»,»,,,,+,,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,,,,,,,,,,+,,
Nalidixic acid,389-08-2,0,389-08-2,2,»,»,,,,+~,E,,,,,,,,"(+) in TA102 strain, which was not used by NTP",+,,,U,-,,,,,,,,,I,,+,,,,,,,,,,+,,,,-,-,,,,,,,,,-,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,+,,,,,,,,,+,,
"1,5-Naphthalenediamine",2243-62-1,0,2243-62-1,2,»,»,,,,+,+,,,,,,,,,+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,+,+,,,,,,,,,+,,
2-Naphthylamine [CGX],91-59-8,0,91-59-8,2,»,»,,,,+,+,,,,,,,,,+,,,U,+,,,,,,,,,I,,,,,,,,,,,,,,,,+,+,,,,,,,,,+,1,0,,,E,-,,,,,,,,"Eq =  -[116]; +[134, 142]; - [133, NTP]",E,,,,,,,,,,,,,,+,,,,,,,,,,+,,,,,,,,+,,,,,,,+,2,0,,,,,+,,,,,,,,,,+,,
1-Naphthylamine [Japan],134-32-7,0,134-32-7,2,»,»,-,+,+,+,+,,,,,,,,,+,,+ Tk; - Hprt,+,,,,,,,,,+ [119],+,,,,,,,,,,,,,+,+,+,+,+,,,,,,,,,+,2,0,,-,E,-,,,,,,,,- [134],E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,(+) Male Mice,,,,,,,,,,,,+,,
