PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Species/Cell Type,Sex,Assay Type,Assay Code,Results,Activation,Dose Response,Panel Report,Reference,Evaluation Type
4931,363896055,15041,CC(=O)OC1=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,Unspecified,,,,Bacillus subtilis (H17 vs M45),,"Rec-assay, spot test, DNA effects (bacterial DNA repair)",REWT,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
4932,363896056,15061,C(CCC(=O)C=[N+]=[N-])CC(=O)C=[N+]=[N-],Unspecified,,,,Aspergillus nidulans,,Reverse gene mutation,ASRT,No conclusion,,,"EMICBACK/45086; MUTAT RES 98:49-94,1982",,Evaluation A (Pre-1980)
4933,363896056,15061,C(CCC(=O)C=[N+]=[N-])CC(=O)C=[N+]=[N-],Active,,,,Hordeum vulgare (barley),,Gene mutation,HOM+,Positive,,,"EMICBACK/45868; MUTAT RES 99:37-49,1982",,Evaluation A (Pre-1980)
4934,363896056,15061,C(CCC(=O)C=[N+]=[N-])CC(=O)C=[N+]=[N-],Inactive,,,,Allium cepa,,Chromosome aberrations,ALC-,Negative,,,"EMICBACK/48093; MUTAT RES 99:273-291,1982",,Evaluation A (Pre-1980)
4935,363896057,15064,COC1=CC=C(C=C1)N(CCCl)CCCl,Active,,,,Drosophila melanogaster,,Sex-linked recessive lethal gene mutation,SRL+,Positive,,,"EMICBACK/50912; MUTAT RES 123:183-279,1983",,Evaluation A (Pre-1980)
4936,363896058,15081,CC1CN(CC(O1)C)N=O,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+*,Positive,With metabolic activation,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/29190; MUTAT RES 51:319-326,1978",Evaluation A (Pre-1980)
4937,363896059,11254,C1C(O1)C2CO2,Active,,,,Human,,Sister-chromatid exchange (SCE) in vitro,SC1+D,Positive,,With dose response,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/44548; BIOL ZENTRALBL 101:97-113,1982",Evaluation B (Post-1980)
4938,363896059,11254,C1C(O1)C2CO2,Active,,,,Human lymphocytes,,Sister-chromatid exchange (SCE) in vitro,SCL+D,Positive,,With dose response,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/44548; BIOL ZENTRALBL 101:97-113,1982",Evaluation B (Post-1980)
4939,363896059,11254,C1C(O1)C2CO2,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vivo,SC3+D,Positive,,With dose response,,"EMICBACK/50028; MUTAT RES 108:251-263,1983",Evaluation B (Post-1980)
4940,363896059,11254,C1C(O1)C2CO2,Active,,,,Aspergillus nidulans,,Forward gene mutation,ASF+,Positive,,,"EMICBACK/45086; MUTAT RES 98:49-94,1982",,Evaluation A (Pre-1980)
4941,363896059,11254,C1C(O1)C2CO2,Active,,,,Aspergillus nidulans,,Mitotic recombination,ASG+,Positive,,,"EMICBACK/45085; MUTAT RES 98:1-48,1982",,Evaluation A (Pre-1980)
4942,363896059,11254,C1C(O1)C2CO2,Active,,,,Mouse (BALB/c-3T3) cells,,Cell transformation,CTB+D,Positive,,With dose response,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
4943,363896059,11254,C1C(O1)C2CO2,Active,,,,Syrian hamster embryo (SHE) cells,,"Cell transformation, clonal assay",CTC+D,Positive,,With dose response,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
4944,363896059,11254,C1C(O1)C2CO2,Active,,,,Salmonella typhimurium,,"Forward and reverse gene mutation, host-mediated assay",HMA+,Positive,,,"EMICBACK/45734; MUTAT RES 98:319-374,1982","EMICBACK/31455; JNCI J NATL CANCER INST 62:911-918,1979",Evaluation A (Pre-1980)
4945,363896059,11254,C1C(O1)C2CO2,Active,,,,Neurospora crassa,,Forward gene mutation,NEF+,Positive,,,"EMICBACK/52327; MUTAT RES 133:87-134,1984",,Evaluation A (Pre-1980)
4946,363896059,11254,C1C(O1)C2CO2,Active,,,,Neurospora crassa,,Reverse gene mutation,NER+,Positive,,,"EMICBACK/52327; MUTAT RES 133:87-134,1984",,Evaluation A (Pre-1980)
4947,363896059,11254,C1C(O1)C2CO2,Active,,,,Glycine max (soybean),,Gene mutation,GLM+,Positive,,,"EMICBACK/48097; MUTAT RES 99:339-347,1982",,Evaluation A (Pre-1980)
4948,363896059,11254,C1C(O1)C2CO2,Active,,,,Hordeum vulgare (barley),,Chromosome aberrations,HOC+,Positive,,,"EMICBACK/45867; MUTAT RES 99:13-36,1982",,Evaluation A (Pre-1980)
4949,363896059,11254,C1C(O1)C2CO2,Active,,,,Vicia faba,,Chromosome aberrations,VIC+D,Positive,,With dose response,"EMICBACK/48092; MUTAT RES 99:257-271,1982",,Evaluation A (Pre-1980)
4950,363896059,11254,C1C(O1)C2CO2,Active,,,,Escherichia coli polA (W3119 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE1+,Positive,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
4951,363896059,11254,C1C(O1)C2CO2,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+D,Positive,,With dose response,"EMICBACK/41613; MUTAT RES 87:17-62,1981",,Evaluation A (Pre-1980)
4952,363896059,11254,C1C(O1)C2CO2,Active,,,,Drosophila melanogaster,,Sex-linked recessive lethal gene mutation,SRL+,Positive,,,"EMICBACK/50912; MUTAT RES 123:183-279,1983",,Evaluation A (Pre-1980)
4953,363896059,11254,C1C(O1)C2CO2,Active,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEC+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
4954,363896059,11254,C1C(O1)C2CO2,Active,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEH+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
4955,363896059,11254,C1C(O1)C2CO2,Active,,,,Saccharomyces cerevisiae,,Reverse gene mutation,YER+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
4956,363896059,11254,C1C(O1)C2CO2,Active,,,,Schizosaccharomyces pombe,,Reverse gene mutation,YEZ+,Positive,,,"EMICBACK/50690; MUTAT RES 115:215-223,1983",,Evaluation A (Pre-1980)
4957,363896059,11254,C1C(O1)C2CO2,Active,,,,Fischer rat embryo (RLV/1706) cells,,"Cell transformation, viral enhanced",CTR+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
4958,363896059,11254,C1C(O1)C2CO2,Active,,,,Drosophila melanogaster,Male,"Heritable translocation test, chromosome aberrations",DHT+,Positive,,,"EMICBACK/52867; MUTAT RES 134:61-88,1984",,Evaluation A (Pre-1980)
4959,363896059,11254,C1C(O1)C2CO2,Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
4960,363896059,11254,C1C(O1)C2CO2,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+,Positive,,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/21338; PROC NATL ACAD SCI USA 72:5135-5139,1975",Evaluation A (Pre-1980)
4961,363896060,15106,C1=CC=C2C(=C1)C=CC=C2NCCN.Cl.Cl,Inactive,,,,Nonhuman,,In vivo carcinogenicity studies,CCG-,Negative,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
4962,363896061,5284653,C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)OC,Active,,,,Rat,Male,Sperm morphology,SPA+,Positive,,,"EMICBACK/50126; MUTAT RES 115:1-72,1983",,Evaluation A (Pre-1980)
4963,363896062,15128,CCN(CC1=CC=C(C=C1)CN(CC)C(=O)C(Cl)Cl)C(=O)C(Cl)Cl,Active,,,,Human,Male,Sperm morphology,SPH+,Positive,,,"EMICBACK/50125; MUTAT RES 115:73-148,1983",,Evaluation A (Pre-1980)
4964,363896063,15134,C(CCCCNC(=O)C(Cl)Cl)CCCNC(=O)C(Cl)Cl,Active,,,,Human,Male,Sperm morphology,SPH+,Positive,,,"EMICBACK/50125; MUTAT RES 115:73-148,1983",,Evaluation A (Pre-1980)
4965,363896064,15160,C1=CC=C(C=C1)C(=O)NCC(=O)NO,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+,Positive,,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/25926; ANTIMICROB AGENTS CHEMOTHER 11:753-755,1977 ; EMICBACK/26451; MUTAT RES 56:7-12,1977",Evaluation A (Pre-1980)
4966,363896065,15221,C(C(C(CBr)Br)Br)Br,Inactive,,,,Rodents,Male,Dominant lethal test,DLT-,Negative,,,"EMICBACK/60142; MUTAT RES 154:49-67,1985","EMICBACK/29159; TOXICOL APPL PHARMACOL 44:661-664,1978",Evaluation A (Pre-1980)
4967,363896066,15238,C1=CC(=CC(=C1)F)CN(CCCl)CCCl,Active,,,,Aspergillus nidulans,,Reverse gene mutation,ASR+,Positive,,,"EMICBACK/45086; MUTAT RES 98:49-94,1982",,Evaluation A (Pre-1980)
4968,363896067,15239,C1=CC=C(C(=C1)CN(CCCl)CCCl)F,Active,,,,Aspergillus nidulans,,Reverse gene mutation,ASR+,Positive,,,"EMICBACK/45086; MUTAT RES 98:49-94,1982",,Evaluation A (Pre-1980)
4969,363896068,15240,C1=CC(=CC=C1CN(CCCl)CCCl)F,Active,,,,Aspergillus nidulans,,Reverse gene mutation,ASR+,Positive,,,"EMICBACK/45086; MUTAT RES 98:49-94,1982",,Evaluation A (Pre-1980)
4970,363896069,6440846,C1=CC(=CC=C1/C=C/C2=CC=C(O2)[N+](=O)[O-])C(=O)N,Active,,,,Drosophila melanogaster,,Sex-linked recessive lethal gene mutation,SRL+,Positive,,,"EMICBACK/50912; MUTAT RES 123:183-279,1983",,Evaluation A (Pre-1980)
4971,363896069,6440846,C1=CC(=CC=C1/C=C/C2=CC=C(O2)[N+](=O)[O-])C(=O)N,Active,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEH+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
4972,363896069,6440846,C1=CC(=CC=C1/C=C/C2=CC=C(O2)[N+](=O)[O-])C(=O)N,Active,,,,Saccharomyces cerevisiae,,Reverse gene mutation,YER+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
4973,363896069,6440846,C1=CC(=CC=C1/C=C/C2=CC=C(O2)[N+](=O)[O-])C(=O)N,Active,,,,Neurospora crassa,,Forward gene mutation,NEF+,Positive,,,"EMICBACK/52327; MUTAT RES 133:87-134,1984",,Evaluation A (Pre-1980)
4974,363896069,6440846,C1=CC(=CC=C1/C=C/C2=CC=C(O2)[N+](=O)[O-])C(=O)N,Active,,,,Neurospora crassa,,Reverse gene mutation,NER+,Positive,,,"EMICBACK/52327; MUTAT RES 133:87-134,1984",,Evaluation A (Pre-1980)
4975,363896070,73801,CN(C)C1=CC2=C(C=C1)[NH+]=C3C(=CC(=O)C(=C3O2)O)C(=O)O.[Cl-],Unspecified,,,,Drosophila melanogaster,,Sex-linked recessive lethal gene mutation,SRLT,No conclusion,,,"EMICBACK/50912; MUTAT RES 123:183-279,1983",,Evaluation A (Pre-1980)
4976,363896071,2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,Active,,,,Hordeum vulgare (barley),,Chromosome aberrations,HOC+D,Positive,,With dose response,"EMICBACK/45867; MUTAT RES 99:13-36,1982",,Evaluation A (Pre-1980)
4977,363896071,2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,Unspecified,,,,Bacillus subtilis (H17 vs M45),,"Rec-assay, spot test, DNA effects (bacterial DNA repair)",REWT,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
4978,363896071,2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,Unspecified,,,,Escherichia coli polA (W3119 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE1T,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
4979,363896071,2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,Inactive,,,,Drosophila melanogaster,,Sex-linked recessive lethal gene mutation,SRL-,Negative,,,"EMICBACK/50912; MUTAT RES 123:183-279,1983",,Evaluation A (Pre-1980)
4980,363896071,2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,Inactive,,,,Human diploid fibroblasts,,"Unscheduled DNA synthesis (UDS) in vitro, DNA effects",UDH-,Negative,,,"EMICBACK/52100; MUTAT RES 123:363-410,1983",,Evaluation A (Pre-1980)
4981,363896071,2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,Inactive,,,,Escherichia coli WP2 UVRA,,Tryptophan reverse gene mutation,WPU-*,Negative,With metabolic activation,,"EMICBACK/37490; MUTAT RES 76:169-190,1980",,Evaluation A (Pre-1980)
4982,363896071,2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,Inactive,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEH-,Negative,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
4983,363896071,2566,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,Inactive,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL-,Negative,,,"EMICBACK/63689; MUTAT RES 168:69-240,1986",,Evaluation A (Pre-1980)
4984,363896072,5569,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+,Positive,,,,"EMICBACK/58851; ENVIRON MUTAGEN 7:1-51,1985",Evaluation B (Post-1980)
4985,363896072,5569,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Active,,,,Neurospora crassa,,"Aneuploidy, chromosome aberrations",NEN+,Positive,,,"EMICBACK/52327; MUTAT RES 133:87-134,1984",,Evaluation A (Pre-1980)
4986,363896072,5569,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Active,,,,Vicia faba,,Chromosome aberrations,VIC+,Positive,,,"EMICBACK/48092; MUTAT RES 99:257-271,1982",,Evaluation A (Pre-1980)
4987,363896072,5569,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Unspecified,,,,Bacillus subtilis (H17 vs M45),,"Rec-assay, spot test, DNA effects (bacterial DNA repair)",REWT,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
4988,363896072,5569,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Unspecified,,,,Escherichia coli polA (W3119 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE1T,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
4989,363896072,5569,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Inactive,,,,Drosophila melanogaster,,Sex-linked recessive lethal gene mutation,SRL-,Negative,,,"EMICBACK/50912; MUTAT RES 123:183-279,1983",,Evaluation A (Pre-1980)
4990,363896072,5569,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Inactive,,,,Human diploid fibroblasts,,"Unscheduled DNA synthesis (UDS) in vitro, DNA effects",UDH-,Negative,,,"EMICBACK/52100; MUTAT RES 123:363-410,1983",,Evaluation A (Pre-1980)
4991,363896072,5569,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Inactive,,,,Escherichia coli WP2 UVRA,,Tryptophan reverse gene mutation,WPU-*,Negative,With metabolic activation,,"EMICBACK/37490; MUTAT RES 76:169-190,1980",,Evaluation A (Pre-1980)
4992,363896072,5569,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+L,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
4993,363896072,5569,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Inactive,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEH+/-*,"Positive without activation, negative with activation",With metabolic activation,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
4994,363896072,5569,CCCN(CCC)C1=C(C=C(C=C1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],Inactive,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL-,Negative,,,EMICBACK/63689;,"EMICBACK/21338; PROC NATL ACAD SCI USA 72:5135-5139,1975",Evaluation A (Pre-1980)
4995,363896073,15325,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])SC#N,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+,Positive,,,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/37062; MUTAT RES 78:177-191,1980",Evaluation B (Post-1980)
4996,363896073,15325,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])SC#N,Active,,,,Bacillus subtilis (H17 vs M45),,"Rec-assay, spot test, DNA effects (bacterial DNA repair)",REW+,Positive,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
4997,363896073,15325,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])SC#N,Inactive,,,,Escherichia coli WP2 UVRA,,Tryptophan reverse gene mutation,WPU-,Negative,,,"EMICBACK/37490; MUTAT RES 76:169-190,1980",,Evaluation A (Pre-1980)
4998,363896073,15325,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])SC#N,Inactive,,,,Escherichia coli WP2,,Tryptophan reverse gene mutation,WP2-,Negative,,,"EMICBACK/37490; MUTAT RES 76:169-190,1980",,Evaluation A (Pre-1980)
4999,363896073,15325,C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])SC#N,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+,Positive,,,"EMICBACK/63689; MUTAT RES 168:69-240,1986",,Evaluation A (Pre-1980)
5000,363896074,15331,CN(C)NC(=O)CCC(=O)O,Active,,,,Hordeum vulgare (barley),,Chromosome aberrations,HOC+,Positive,,,"EMICBACK/45867; MUTAT RES 99:13-36,1982",,Evaluation A (Pre-1980)
5001,363896074,15331,CN(C)NC(=O)CCC(=O)O,Unspecified,,,,Bacillus subtilis (H17 vs M45T),,"Rec-assay, spot test, DNA effects (bacterial DNA repair)",REXT,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
5002,363896074,15331,CN(C)NC(=O)CCC(=O)O,Unspecified,,,,Escherichia coli polA (W3119 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE1T,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
5003,363896075,15337,CC(=O)[O-].CC(=O)[O-].[Hg+2],Inactive,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2-,Negative,,,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/45292; MUTAT RES 104:141-145,1982",Evaluation B (Post-1980)
5004,363896075,15337,CC(=O)[O-].CC(=O)[O-].[Hg+2],Inactive,,,,Mammalian oocytes or early embryo,,Chromosome aberrations in vivo,CYO-,Negative,,,"EMICBACK/41729; MUTAT RES 87:143-188,1981",,Evaluation A (Pre-1980)
5005,363896076,15352,C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)N,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+*,Positive,With metabolic activation,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/21338; PROC NATL ACAD SCI USA 72:5135-5139,1975",Evaluation A (Pre-1980)
5006,363896077,15374,CCNNCC,Active,,,,Nonhuman,,In vivo carcinogenicity studies,CCG+,Positive,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
5007,363896078,2802,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,Inactive,,,,Salmonella typhimurium,,"Forward and reverse gene mutation, host-mediated assay",HMA-,Negative,,,"EMICBACK/45734; MUTAT RES 98:319-374,1982","EMICBACK/28425; MUTAT RES 57:17-26,1978",Evaluation A (Pre-1980)
5008,363896078,2802,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3Cl,Inactive,,,,Salmonella typhimurium,,"Forward and reverse gene mutation, body fluid assay",BFU-,Negative,,,"EMICBACK/45734; MUTAT RES 98:319-374,1982","EMICBACK/28425; MUTAT RES 57:17-26,1978",Evaluation A (Pre-1980)
5009,363896079,15411,C1CCS(=O)(=O)OC1,Active,,,,Syrian hamster embryo (SHE) cells,,"Cell transformation, clonal assay",CTC+,Positive,,,"EMICBACK/50076; MUTAT RES 114:283-385,1983",,Evaluation A (Pre-1980)
5010,363896079,15411,C1CCS(=O)(=O)OC1,Active,,,,Salmonella typhimurium,,"Forward and reverse gene mutation, host-mediated assay",HMA+,Positive,,,"EMICBACK/45734; MUTAT RES 98:319-374,1982","EMICBACK/27265; CHEM BIOL INTERACT 19:241-252,1977 ; EMICBACK/31455; JNCI J NATL CANCER INST 62:911-918,1979",Evaluation A (Pre-1980)
5011,363896079,15411,C1CCS(=O)(=O)OC1,Active,,,,Escherichia coli polA (W3119 vs P3478),,"Rec-assay, DNA effects (bacterial DNA repair)",RE1+,Positive,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
5012,363896079,15411,C1CCS(=O)(=O)OC1,Active,,,,Saccharomyces cerevisiae,,Mitotic recombination or gene conversion,YEH+,Positive,,,"EMICBACK/52546; MUTAT RES 133:199-244,1984",,Evaluation A (Pre-1980)
5013,363896079,15411,C1CCS(=O)(=O)OC1,Active,,,,Schizosaccharomyces pombe,,Reverse gene mutation,YEZ+,Positive,,,"EMICBACK/50690; MUTAT RES 115:215-223,1983",,Evaluation A (Pre-1980)
5014,363896079,15411,C1CCS(=O)(=O)OC1,Unspecified,,,,Nonhuman,,In vivo carcinogenicity studies,CCGT,No conclusion,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
5015,363896079,15411,C1CCS(=O)(=O)OC1,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+,Positive,,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/20013; MUTAT RES 31:39-42,1975",Evaluation A (Pre-1980)
5016,363896080,15415,CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC,Active,,,,Nonhuman,,Sister-chromatid exchange (SCE) in vitro,SC2+D,Positive,,With dose response,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/45122; J TOXICOL ENVIRON HEALTH 8:939-946,1981",Evaluation B (Post-1980)
5017,363896080,15415,CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC,Inactive,,,,Nonhuman,,In vivo carcinogenicity studies,CCG-,Negative,,,"EMICBACK/67174; MUTAT RES 185:1-195,1987",,Evaluation A (Pre-1980)
5018,363896081,135465069,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=C(C4=CC=CC=C43)S(=O)(=O)[O-])O.[Na+],Unspecified,,,,Bacillus subtilis (H17 vs M45),,"Rec-assay, spot test, DNA effects (bacterial DNA repair)",REWT,No conclusion,,,"EMICBACK/45048; MUTAT RES 87:211-297,1981",,Evaluation A (Pre-1980)
5019,363896082,15463,C1=CC=C(C=C1)C2=CC=C(C=C2)CCl,Unspecified,,,,Chinese hamster ovary (CHO) cells,,Forward gene mutation at the HPRT locus,CHOT,No conclusion,,,"EMICBACK/71517; MUTAT RES 196:17-36,1988","EMICBACK/41979; MUTAT RES 100:263-269,1982",Evaluation B (Post-1980)
5020,363896082,15463,C1=CC=C(C=C1)C2=CC=C(C=C2)CCl,Inactive,,,,Mammalian polychromatic erythrocytes,,"Micronucleus test, chromosome aberrations",MNT-,Negative,,,"EMICBACK/77345; MUTAT RES 239:29-80,1990","EMICBACK/41964; MUTAT RES 100:357-359,1982",Evaluation B (Post-1980)
5021,363896082,15463,C1=CC=C(C=C1)C2=CC=C(C=C2)CCl,Active,,,,Human,,Sister-chromatid exchange (SCE) in vitro,SC1+D,Positive,,With dose response,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/41972; MUTAT RES 100:301-304,1982",Evaluation B (Post-1980)
5022,363896082,15463,C1=CC=C(C=C1)C2=CC=C(C=C2)CCl,Active,,,,Human lymphocytes,,Sister-chromatid exchange (SCE) in vitro,SCL+D,Positive,,With dose response,"EMIC/91392; Mutat Res 297:101-180,1993","EMICBACK/41972; MUTAT RES 100:301-304,1982",Evaluation B (Post-1980)
5023,363896083,6870646,C1C(=O)NC(=O)N1/N=C/C=C/C2=CC=C(O2)[N+](=O)[O-],Inactive,,,,Escherichia coli WP2 UVRA,,Tryptophan reverse gene mutation,WPU-,Negative,,,"EMICBACK/37490; MUTAT RES 76:169-190,1980",,Evaluation A (Pre-1980)
5024,363896083,6870646,C1C(=O)NC(=O)N1/N=C/C=C/C2=CC=C(O2)[N+](=O)[O-],Active,,,,Escherichia coli WP2,,Tryptophan reverse gene mutation,WP2+,Positive,,,"EMICBACK/37490; MUTAT RES 76:169-190,1980",,Evaluation A (Pre-1980)
5025,363896084,2286,CC(C)(C1=CC=C(C=C1)OCC2CO2)C3=CC=C(C=C3)OCC4CO4,Active,,,,"Salmonella typhimurium (one or more of the five standard strains: TA98, TA100, TA1535, TA1537, and TA1538)",,"Histidine reverse gene mutation, Ames assay",SAL+*,Positive,With metabolic activation,,"EMICBACK/63689; MUTAT RES 168:69-240,1986","EMICBACK/27993; REPORT (ORNL-5375):48-60,1978",Evaluation A (Pre-1980)
