Chemical,SMILES,Identificador,Results,Type,Species,Strain,Male,Female
"3,3',4,4'-TETRAAMINOBIPHENYL.4HCl",C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl,7411-49-6,Negative,In vivo,mouse,chi,Não,Sim
"3,3',4,4'-TETRAAMINOBIPHENYL.4HCl",C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl,7411-49-6,Negative,In vivo,mouse,chi,Sim,Não
"3,3',4,4'-TETRAAMINOBIPHENYL.4HCl",C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl,7411-49-6,Positive,In vivo,mouse,chi,Sim,Não
"3,3',4,4'-TETRAAMINOBIPHENYL.4HCl",C1=CC(=C(C=C1C2=CC(=C(C=C2)N)N)N)N.Cl.Cl.Cl.Cl,7411-49-6,Positive,In vivo,Rat,cdr,Sim,Não
"3,4-dihydrochromen-2-one",C1CC(=O)OC2=CC=CC=C21,660,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
"3,4-dihydrochromen-2-one",C1CC(=O)OC2=CC=CC=C21,660,Positive,In Vivo,MOUSE,B6C3F1,sim,sim
"3,4-dihydrochromen-2-one",C1CC(=O)OC2=CC=CC=C21,660,Negative,In Vivo,RAT,F344,sim,sim
"3,4-dihydrochromen-2-one",C1CC(=O)OC2=CC=CC=C21,660,Positive,In Vivo,RAT,F344,sim,Não
"3,4-dimethylimidazo[4,5-f]quinolin-2-amine",CC1=CC2=C(C=CC=N2)C3=C1N(C(=N3)N)C,62274,Positive,In Vivo,MOUSE,C57BL,sim,sim
"3,4-dimethylimidazo[4,5-f]quinolin-2-amine",CC1=CC2=C(C=CC=N2)C3=C1N(C(=N3)N)C,62274,Positive,In Vivo,MOUSE,CDF1,sim,sim
"3,4-dimethylimidazo[4,5-f]quinolin-2-amine",CC1=CC2=C(C=CC=N2)C3=C1N(C(=N3)N)C,62274,Positive,In Vivo,MOUSE,CDF1,sim,Não
"3,4-dimethylimidazo[4,5-f]quinolin-2-amine",CC1=CC2=C(C=CC=N2)C3=C1N(C(=N3)N)C,62274,Positive,In Vivo,RAT,F344,sim,Não
"3,4-dimethylimidazo[4,5-f]quinolin-2-amine",CC1=CC2=C(C=CC=N2)C3=C1N(C(=N3)N)C,62274,Positive,In Vivo,RAT,WISTAR,sim,Não
"3,4,4'-TRIAMINODIPHENYL ETHER",C1=CC(=CC=C1N)OC2=CC(=C(C=C2)N)N,6264-66-0,Positive,In vivo,mouse,icr,Sim,Não
"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol",C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,3598,Negative,In Vivo,RAT,F344,sim,sim
"3,4,6-trichloro-2-[(2,3,5-trichloro-6-hydroxyphenyl)methyl]phenol",C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,3598,Negative,In Vivo,RAT,F344,sim,Não
"3,4'-DICHLORO-2-METHYLACRYLANILIDE",CC(=C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,2164-09-02,Negative,In vivo,mouse,b6a,Não,Sim
"3,4'-DICHLORO-2-METHYLACRYLANILIDE",CC(=C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,2164-09-02,Negative,In vivo,mouse,b6c,Não,Sim
"3,4'-DICHLORO-2-METHYLACRYLANILIDE",CC(=C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,2164-09-02,Negative,In vivo,mouse,b6a,Sim,Não
"3,4'-DICHLORO-2-METHYLACRYLANILIDE",CC(=C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,2164-09-02,Negative,In vivo,mouse,b6c,Sim,Não
"3,5-dibromo-4-hydroxybenzonitrile",C1=C(C=C(C(=C1Br)O)Br)C#N,15531,Positive,In Vivo,Mouse,Crl:CD-1 BR VAF,sim,sim
"3,5-dibromo-4-hydroxybenzonitrile",C1=C(C=C(C(=C1Br)O)Br)C#N,15531,Positive,In Vivo,Mouse,Crl:CD-1 BR VAF,sim,Não
"3,5-dichloro-2-[4-(3,5-dichloropyridin-2-yl)oxyphenoxy]pyridine",C1=CC(=CC=C1OC2=C(C=C(C=N2)Cl)Cl)OC3=C(C=C(C=N3)Cl)Cl,5382,Positive,In Vivo,MOUSE,C57BL,sim,Não
"3,5-dichloro-2-[4-(3,5-dichloropyridin-2-yl)oxyphenoxy]pyridine",C1=CC(=CC=C1OC2=C(C=C(C=N2)Cl)Cl)OC3=C(C=C(C=N3)Cl)Cl,5382,Positive,In Vivo,MOUSE,DBA,sim,Não
"3,5-dichloro-2-[4-(3,5-dichloropyridin-2-yl)oxyphenoxy]pyridine",C1=CC(=CC=C1OC2=C(C=C(C=N2)Cl)Cl)OC3=C(C=C(C=N3)Cl)Cl,5382,Negative,In Vivo,RAT,F344,sim,Não
"3,5-dichloro-N-(2-methylbut-3-yn-2-yl)benzamide",CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl,32154,Positive,In Vivo,MOUSE,B6C3F1,sim,Não
"3,5-DICHLORO(N-1,1-DIMETHYL-2-PROPYNYL)BENZAMIDE",CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl,23950-58-5,Positive,In vivo,mouse,b6c,Sim,Não
"3,5-dimethyl-1-nitrosopiperazine",CC1CN(CC(N1)C)N=O,92376,Positive,In Vivo,RAT,F344,sim,sim
"3,5-dimethyl-1,3,5-thiadiazinane-2-thione",CN1CN(C(=S)SC1)C,10788,Negative,In Vivo,Mouse,B6C3F1,sim,sim
"3,5-dimethyl-1,3,5-thiadiazinane-2-thione",CN1CN(C(=S)SC1)C,10788,Negative,In Vivo,Mouse,B6C3F1,sim,Não
"3,5-dimethyl-1,3,5-thiadiazinane-2-thione",CN1CN(C(=S)SC1)C,10788,Negative,In Vivo,Rat,Wistar,sim,sim
"3,5-dimethyl-1,3,5-thiadiazinane-2-thione",CN1CN(C(=S)SC1)C,10788,Negative,In Vivo,Rat,Wistar,sim,Não
"3,5,5-trimethylcyclohex-2-en-1-one",CC1=CC(=O)CC(C1)(C)C,6544,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
"3,5,5-trimethylcyclohex-2-en-1-one",CC1=CC(=O)CC(C1)(C)C,6544,Negative,In Vivo,RAT,F344,sim,sim
"3,5,5-trimethylcyclohex-2-en-1-one",CC1=CC(=O)CC(C1)(C)C,6544,Positive,In Vivo,RAT,F344,sim,Não
"3,5,6-trichloro-1H-pyridin-2-one",C1=C(C(=O)NC(=C1Cl)Cl)Cl,6515-38-4,Negative,in vivo,Nonhuman,Não definido,Não,Não
"3,5,6,8-tetrahydroxy-1-methyl-9,10-dioxo-7-[(2S,3R,4S,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]anthracene-2-carboxylic acid",CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O,25113282,Negative,In Vivo,RAT,WISTAR,sim,sim
"3,5,6,8-tetrahydroxy-1-methyl-9,10-dioxo-7-[(2S,3R,4S,5R,6S)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]anthracene-2-carboxylic acid",CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)[C@H]4[C@@H]([C@@H]([C@H]([C@@H](O4)CO)O)O)O)O,25113282,Negative,In Vivo,RAT,WISTAR,sim,Não
"3,6-DIHYDRO-2-NITROSO-2H-1,2-OXAZINE",C1C=CCON1N=O,3276-41-3,Negative,In vivo,Rat,sda,Sim,Sim
"3,6-DIHYDRO-2-NITROSO-2H-1,2-OXAZINE",C1C=CCON1N=O,3276-41-3,Positive,In vivo,Rat,sda,Sim,Sim
"3,6-dinitrobenzo[a]pyrene",C1=CC=C2C(=C1)C3=C4C(=C2[N+](=O)[O-])C=CC5=C(C=CC(=C54)C=C3)[N+](=O)[O-],86387,Positive,In Vivo,RAT,F344,sim,Não
"3,7-dihydropurine-6-thione",C1=NC2=C(N1)C(=S)N=CN2,50-44-2,Negative,in vivo,Mouse,Não definido,Sim,Não
"3,7-dihydropurine-6-thione",C1=NC2=C(N1)C(=S)N=CN2,50-44-2,Positive,in vivo,Rodents,Não definido,Sim,Não
"3,7-dimethylpurine-2,6-dione",CN1C=NC2=C1C(=O)NC(=O)N2C,83-67-0,Positive,in vivo,Nonhuman,Não definido,Não,Sim
"3,7-dimethylpurine-2,6-dione",CN1C=NC2=C1C(=O)NC(=O)N2C,83-67-0,Positive,in vivo,Nonhuman,Não definido,Sim,Não
"3,7-dinitrofluoranthene",C1=CC2=C(C=CC3=C2C(=C1)C4=C3C=CC=C4[N+](=O)[O-])[N+](=O)[O-],60018,Positive,In Vivo,RAT,F344,sim,Não
"3,8-dimethylimidazo[4,5-f]quinoxalin-2-amine",CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,62275,Negative,In Vivo,MONKEY,CYNOMOLGUS,sim,sim
"3,8-dimethylimidazo[4,5-f]quinoxalin-2-amine",CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,62275,Negative,In Vivo,MONKEY,CYNOMOLGUS,sim,Não
"3,8-dimethylimidazo[4,5-f]quinoxalin-2-amine",CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,62275,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
"3,8-dimethylimidazo[4,5-f]quinoxalin-2-amine",CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,62275,Negative,In Vivo,MOUSE,C57BL,sim,Não
"3,8-dimethylimidazo[4,5-f]quinoxalin-2-amine",CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,62275,Positive,In Vivo,MOUSE,B6C3F1,sim,Não
"3,8-dimethylimidazo[4,5-f]quinoxalin-2-amine",CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,62275,Positive,In Vivo,MOUSE,CDF1,sim,sim
"3,8-dimethylimidazo[4,5-f]quinoxalin-2-amine",CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,62275,Positive,In Vivo,MOUSE,CDF1,sim,Não
"3,8-dimethylimidazo[4,5-f]quinoxalin-2-amine",CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,62275,Negative,In Vivo,RAT,LEA,sim,Não
"3,8-dimethylimidazo[4,5-f]quinoxalin-2-amine",CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,62275,Positive,In Vivo,RAT,F344,sim,sim
"3,8-dimethylimidazo[4,5-f]quinoxalin-2-amine",CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,62275,Positive,In Vivo,RAT,F344,sim,Não
"3,8-dimethylimidazo[4,5-f]quinoxalin-2-amine",CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,62275,Positive,In Vivo,RAT,LEC,sim,Não
"3,8-dimethylimidazo[4,5-f]quinoxalin-2-amine",CC1=CN=C2C=CC3=C(C2=N1)N=C(N3C)N,62275,Positive,In Vivo,RAT,SPRAGUE-DAWLEY,sim,sim
"3,9-dinitrofluoranthene",C1=CC2=C(C=CC3=C2C(=C1)C4=C3C=C(C=C4)[N+](=O)[O-])[N+](=O)[O-],31186,Positive,In Vivo,RAT,F344,sim,Não
3'-METHYL-4-DIMETHYLAMINOAZOBENZENE,CC1=CC(=CC=C1)N=NC2=CC=C(C=C2)N(C)C,55-80-1,Positive,In vivo,Rat,aap,Sim,Não
3'-METHYL-4-DIMETHYLAMINOAZOBENZENE,CC1=CC(=CC=C1)N=NC2=CC=C(C=C2)N(C)C,55-80-1,Positive,In vivo,Rat,f3d,Sim,Não
"3',6'-dihydroxy-4',5'-diiodospiro[2-benzofuran-3,9'-xanthene]-1-one",C1=CC=C2C(=C1)C(=O)OC23C4=C(C(=C(C=C4)O)I)OC5=C3C=CC(=C5I)O,92311,Negative,In Vivo,MOUSE,ICR,sim,sim
"3',6'-dihydroxy-4',5'-diiodospiro[2-benzofuran-3,9'-xanthene]-1-one",C1=CC=C2C(=C1)C(=O)OC23C4=C(C(=C(C=C4)O)I)OC5=C3C=CC(=C5I)O,92311,Negative,In Vivo,MOUSE,ICR,sim,Não
"3',6'-dihydroxyspiro[2-benzofuran-3,9'-xanthene]-1-one",C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,16850,Negative,In Vivo,MOUSE,SWISS-WEBSTER,sim,sim
"3',6'-dihydroxyspiro[2-benzofuran-3,9'-xanthene]-1-one",C1=CC=C2C(=C1)C(=O)OC23C4=C(C=C(C=C4)O)OC5=C3C=CC(=C5)O,16850,Negative,In Vivo,MOUSE,SWISS-WEBSTER,sim,Não
"3H-1,3-benzothiazole-2-thione",C1=CC=C2C(=C1)NC(=S)S2,697993,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
"3H-1,3-benzothiazole-2-thione",C1=CC=C2C(=C1)NC(=S)S2,697993,Positive,In Vivo,RAT,F344,sim,sim
"3H-1,3-benzothiazole-2-thione",C1=CC=C2C(=C1)NC(=S)S2,697993,Positive,In Vivo,RAT,F344,sim,Não
"4-(1H-benzimidazol-2-yl)-1,3-thiazole",C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,5430,Negative,In Vivo,MOUSE,CD-1,sim,sim
"4-(1H-benzimidazol-2-yl)-1,3-thiazole",C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,5430,Negative,In Vivo,MOUSE,CD-1,sim,Não
"4-(1H-benzimidazol-2-yl)-1,3-thiazole",C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,5430,Negative,In Vivo,MOUSE,ICR,sim,Não
"4-(1H-benzimidazol-2-yl)-1,3-thiazole",C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,5430,Negative,In Vivo,RAT,F344,sim,sim
"4-(1H-benzimidazol-2-yl)-1,3-thiazole",C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3,5430,Negative,In Vivo,RAT,F344,sim,Não
4-(2-amino-2-oxoethyl)-3-benzyloxadiazol-3-ium-5-olate,C1=CC=C(C=C1)C[N+]2=NOC(=C2CC(=O)N)[O-],84482,Negative,In Vivo,MOUSE,DDD,sim,Não
4-(2-amino-2-oxoethyl)-3-benzyloxadiazol-3-ium-5-olate,C1=CC=C(C=C1)C[N+]2=NOC(=C2CC(=O)N)[O-],84482,Positive,In Vivo,MOUSE,DDD,sim,sim
4-(2-amino-2-oxoethyl)-3-benzyloxadiazol-3-ium-5-olate,C1=CC=C(C=C1)C[N+]2=NOC(=C2CC(=O)N)[O-],84482,Negative,In Vivo,RAT,DONRYU,sim,Não
4-(2-amino-2-oxoethyl)-3-benzyloxadiazol-3-ium-5-olate,C1=CC=C(C=C1)C[N+]2=NOC(=C2CC(=O)N)[O-],84482,Positive,In Vivo,RAT,DONRYU,sim,sim
4-(2-amino-2-oxoethyl)-3-benzyloxadiazol-3-ium-5-olate,C1=CC=C(C=C1)C[N+]2=NOC(=C2CC(=O)N)[O-],84482,Positive,In Vivo,RAT,DONRYU,sim,Não
4-(2-HYDROXYETHYLAMINO)-2-(5-NITRO-2-THIENYL)QUINAZOLINE,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=C(S3)[N+](=O)[O-])NCCO,33389-36-5,Positive,In vivo,Rat,sda,Não,Sim
"4-(2,2-dimethylhydrazinyl)-4-oxobutanoic acid",CN(C)NC(=O)CCC(=O)O,15331,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
"4-(2,2-dimethylhydrazinyl)-4-oxobutanoic acid",CN(C)NC(=O)CCC(=O)O,15331,Negative,In Vivo,RAT,F344,sim,Não
"4-(2,2-dimethylhydrazinyl)-4-oxobutanoic acid",CN(C)NC(=O)CCC(=O)O,15331,Negative,In Vivo,Rat,Fischer 344,sim,Não
"4-(2,2-dimethylhydrazinyl)-4-oxobutanoic acid",CN(C)NC(=O)CCC(=O)O,15331,Positive,In Vivo,RAT,F344,sim,sim
"4-(2,3,4,5-tetrachlorophenyl)phenol",C1=CC(=CC=C1C2=CC(=C(C(=C2Cl)Cl)Cl)Cl)O,105101,Positive,In Vivo,MOUSE,BALB/CCRGL,sim,sim
"4-(2,4-dichlorophenoxy)butanoic acid",C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O,1489,Negative,In Vivo,MOUSE,ICR,sim,sim
"4-(2,4-dichlorophenoxy)butanoic acid",C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O,1489,Negative,In Vivo,MOUSE,ICR,sim,Não
"4-(2,4-dichlorophenoxy)butanoic acid",C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O,1489,Negative,In Vivo,RAT,SPRAGUE-DAWLEY,sim,sim
"4-(2,4-dichlorophenoxy)butanoic acid",C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)O,1489,Negative,In Vivo,RAT,SPRAGUE-DAWLEY,sim,Não
"4-(2,4,6-trichlorophenyl)phenol",C1=CC(=CC=C1C2=C(C=C(C=C2Cl)Cl)Cl)O,105036,Positive,In Vivo,MOUSE,BALB/CCRGL,sim,sim
4-(4-amino-3-chlorophenoxy)-2-chloroaniline,C1=CC(=C(C=C1OC2=CC(=C(C=C2)N)Cl)Cl)N,28434-86-8,Positive,in vivo,Nonhuman,Não definido,Não,Não
4-(4-amino-3-chlorophenoxy)-2-chloroaniline,C1=CC(=C(C=C1OC2=CC(=C(C=C2)N)Cl)Cl)N,34239,Positive,In Vivo,RAT,UNKNOWN,Não,Não
4-(4-amino-3-chlorophenyl)-2-chloroaniline,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,7070,Positive,In Vivo,Rodents,UNKNOWN,Não,Não
4-(4-amino-3-chlorophenyl)-2-chloroaniline,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,91-94-1,Positive,in vivo,Nonhuman,Não definido,Não,Não
4-(4-amino-3-chlorophenyl)-2-chloroaniline,C1=CC(=C(C=C1C2=CC(=C(C=C2)N)Cl)Cl)N,7070,Positive,In Vivo,RAT,UNKNOWN,Não,Não
4-(4-amino-3-methoxyphenyl)-2-methoxyaniline,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,8411,Positive,In Vivo,Rodents,UNKNOWN,Não,Não
4-(4-amino-3-methoxyphenyl)-2-methoxyaniline,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,119-90-4,Positive,in vivo,Nonhuman,Não definido,Não,Não
4-(4-amino-3-methoxyphenyl)-2-methoxyaniline,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N,8411,Positive,In Vivo,RAT,UNKNOWN,Não,Não
4-(4-amino-3-methoxyphenyl)-2-methoxyaniline;dihydrochloride,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N.Cl.Cl,62311,Negative,In Vivo,MOUSE,BALB,sim,sim
4-(4-amino-3-methoxyphenyl)-2-methoxyaniline;dihydrochloride,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N.Cl.Cl,62311,Negative,In Vivo,MOUSE,BALB,sim,Não
4-(4-amino-3-methoxyphenyl)-2-methoxyaniline;dihydrochloride,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N.Cl.Cl,62311,Positive,In Vivo,RAT,F344,sim,sim
4-(4-amino-3-methoxyphenyl)-2-methoxyaniline;dihydrochloride,COC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)OC)N.Cl.Cl,62311,Positive,In Vivo,RAT,F344,sim,Não
4-(4-amino-3-methylphenyl)-2-methylaniline,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,119-93-7,Positive,in vivo,Nonhuman,Não definido,Não,Não
4-(4-amino-3-methylphenyl)-2-methylaniline,CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N,8413,Positive,In Vivo,RAT,UNKNOWN,Não,Não
"4-(4-amino-3,5-dimethylphenyl)-2,6-dimethylaniline",CC1=CC(=CC(=C1N)C)C2=CC(=C(C(=C2)C)N)C,54827-17-7,Negative,in vivo,Mouse,Não definido,Sim,Não
4-(4-aminophenoxy)aniline,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,7579,Positive,In Vivo,MOUSE,B6C3F1,sim,sim
4-(4-aminophenoxy)aniline,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,7579,Positive,In Vivo,MOUSE,B6C3F1,sim,Não
4-(4-aminophenoxy)aniline,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,101-80-4,Positive,in vivo,Nonhuman,Não definido,Não,Não
4-(4-aminophenoxy)aniline,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,7579,Positive,In Vivo,RAT,F344,sim,sim
4-(4-aminophenoxy)aniline,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,7579,Positive,In Vivo,RAT,F344,sim,Não
4-(4-aminophenoxy)aniline,C1=CC(=CC=C1N)OC2=CC=C(C=C2)N,7579,Positive,In Vivo,RAT,UNKNOWN,Não,Não
4-(4-aminophenyl)aniline,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,7111,Positive,In Vivo,DOG,UNKNOWN,Não,Não
4-(4-aminophenyl)aniline,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,7111,Positive,In Vivo,Rodents,UNKNOWN,Não,Não
4-(4-aminophenyl)aniline,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,7111,Positive,In Vivo,HUMAN,UNKNOWN,Não,Não
4-(4-aminophenyl)aniline,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,92-87-5,Negative,in vivo,Mouse,Não definido,Sim,Não
4-(4-aminophenyl)aniline,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,7111,Positive,In Vivo,MOUSE,UNKNOWN,Não,Não
4-(4-aminophenyl)aniline,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,92-87-5,Positive,in vivo,Nonhuman,Não definido,Não,Não
4-(4-aminophenyl)aniline,C1=CC(=CC=C1C2=CC=C(C=C2)N)N,7111,Positive,In Vivo,RAT,UNKNOWN,Não,Não
4-(4-aminophenyl)aniline;dihydrochloride,C1=CC(=CC=C1C2=CC=C(C=C2)N)N.Cl.Cl,531-85-1,Positive,in vivo,Nonhuman,Não definido,Não,Não
4-(4-aminophenyl)aniline;dihydrochloride,C1=CC(=CC=C1C2=CC=C(C=C2)N)N.Cl.Cl,10754,Positive,In Vivo,RAT,STRAIN-CD,sim,sim
4-(4-aminophenyl)sulfanylaniline,C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,8765,Positive,In Vivo,MOUSE,B6C3F1,sim,sim
4-(4-aminophenyl)sulfanylaniline,C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,8765,Positive,In Vivo,MOUSE,B6C3F1,sim,Não
4-(4-aminophenyl)sulfanylaniline,C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,139-65-1,Positive,in vivo,Nonhuman,Não definido,Não,Não
4-(4-aminophenyl)sulfanylaniline,C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,8765,Positive,In Vivo,RAT,F344,sim,sim
4-(4-aminophenyl)sulfanylaniline,C1=CC(=CC=C1N)SC2=CC=C(C=C2)N,8765,Positive,In Vivo,RAT,F344,sim,Não
4-(4-aminophenyl)sulfonylaniline,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,2955,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
4-(4-aminophenyl)sulfonylaniline,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,2955,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
4-(4-aminophenyl)sulfonylaniline,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,2955,Negative,In Vivo,RAT,F344,sim,sim
4-(4-aminophenyl)sulfonylaniline,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,2955,Positive,In Vivo,RAT,BDIV,sim,sim
4-(4-aminophenyl)sulfonylaniline,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,2955,Positive,In Vivo,RAT,F344,sim,Não
4-(4-aminophenyl)sulfonylaniline,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,2955,Positive,In Vivo,RAT,WISTAR,sim,Não
4-(4-fluorophenyl)aniline,C1=CC(=CC=C1C2=CC=C(C=C2)F)N,9462,Positive,In Vivo,MOUSE,CBA,sim,sim
4-(4-fluorophenyl)aniline,C1=CC(=CC=C1C2=CC=C(C=C2)F)N,9462,Positive,In Vivo,MOUSE,CBA,sim,Não
4-(4-N-METHYL-N-NITROSAMINOSTYRYL)QUINOLINE,CN(C1=CC=C(C=C1)C=CC2=CC=NC3=CC=CC=C23)N=O,16699-10-8,Positive,In vivo,Rat,fis,Não,Sim
4-(4-N-METHYL-N-NITROSAMINOSTYRYL)QUINOLINE,CN(C1=CC=C(C=C1)C=CC2=CC=NC3=CC=CC=C23)N=O,16699-10-8,Positive,In vivo,Rat,fis,Sim,Não
4-(5-NITRO-2-FURYL)THIAZOLE,C1=C(OC(=C1)[N+](=O)[O-])C2=CSC=N2,53757-28-1,Positive,In vivo,Rat,asd,Não,Sim
"4-(5-nitrofuran-2-yl)-1,3-thiazol-2-amine",C1=C(OC(=C1)[N+](=O)[O-])C2=CSC(=N2)N,38052,Positive,In Vivo,RAT,F344,sim,sim
"4-(5-nitrofuran-2-yl)-1,3-thiazole",C1=C(OC(=C1)[N+](=O)[O-])C2=CSC=N2,53757-28-1,Positive,in vivo,Nonhuman,Não definido,Não,Não
"4-(5-nitrofuran-2-yl)-1,3-thiazole",C1=C(OC(=C1)[N+](=O)[O-])C2=CSC=N2,107987,Positive,In Vivo,RAT,SPRAGUE-DAWLEY,sim,sim
"4-(dimethylamino)-1,5-dimethyl-2-phenylpyrazol-3-one",CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,6009,Negative,In Vivo,MOUSE,B6C3F1,sim,sim
"4-(dimethylamino)-1,5-dimethyl-2-phenylpyrazol-3-one",CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C,6009,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
4-(dipropylsulfamoyl)benzoic acid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,4911,Negative,In Vivo,MOUSE,B6C3F1,sim,Não
4-(dipropylsulfamoyl)benzoic acid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,4911,Positive,In Vivo,MOUSE,B6C3F1,sim,sim
4-(dipropylsulfamoyl)benzoic acid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,4911,Negative,In Vivo,RAT,F344,sim,sim
4-(dipropylsulfamoyl)benzoic acid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,4911,Negative,In Vivo,RAT,F344,sim,Não
4-(METHYLNITROSAMINO)-1-(3-PYRIDYL)-1-(BUTANONE),CN(CCCC(=O)C1=CN=CC=C1)N=O,64091-91-4,Negative,In vivo,Rodents,syg,Não,Sim
4-(METHYLNITROSAMINO)-1-(3-PYRIDYL)-1-(BUTANONE),CN(CCCC(=O)C1=CN=CC=C1)N=O,64091-91-4,Positive,In vivo,Rat,f34,Sim,Não
4-(METHYLNITROSAMINO)-1-(3-PYRIDYL)-1-BUTANOL,CN(CCCC(C1=CN=CC=C1)O)N=O,76014-81-8,Positive,In vivo,Rat,f34,Sim,Não
