Chemical,SMILES,Identificador,Results,Type
CADMIUM CHLORIDE MONOHYDRATE,O.Cl[Cd]Cl,35658-65-2,Negative,In vivo
CADMIUM DIETHYLDITHIOCARBAMATE,CCN(CC)C(=S)[S-].CCN(CC)C(=S)[S-].[Cd+2],14239-68-0,Negative,In vivo
CADMIUM SULPHATE (1:1),[O-]S(=O)(=O)[O-].[Cd+2],10124-36-4,Negative,In vivo
CADMIUM SULPHATE (1:1),[O-]S(=O)(=O)[O-].[Cd+2],10124-36-4,Positive,In vivo
cadmium(2+);carbonate,C(=O)([O-])[O-].[Cd+2],513-78-0,Positive,in vitro
cadmium(2+);diacetate,CC(=O)[O-].CC(=O)[O-].[Cd+2],543-90-8,Negative,in vitro
cadmium(2+);dinitrate,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Cd+2],10325-94-7,Positive,in vitro
cadmium(2+);nitric acid,[N+](=O)(O)[O-].[N+](=O)(O)[O-].[Cd+2],,Negative,in vitro
cadmium(2+);sulfate,[O-]S(=O)(=O)[O-].[Cd+2],24962,Negative,In Vivo
cadmium(2+);sulfate,[O-]S(=O)(=O)[O-].[Cd+2],10124-36-4,Positive,in vivo
cadmium(2+);sulfate,[O-]S(=O)(=O)[O-].[Cd+2],24962,Positive,In Vivo
cadmium(2+);sulfate,[O-]S(=O)(=O)[O-].[Cd+2],10124-36-4,Positive,in vitro
cadmium(2+);tetrachloride;pentahydrate,O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cl-].[Cd+2].[Cd+2],24978551,Negative,In Vivo
cadmium(2+);tetrachloride;pentahydrate,O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cl-].[Cd+2].[Cd+2],24978551,Positive,In Vivo
cadmium(2+);tetrachloride;pentahydrate,O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cl-].[Cd+2].[Cd+2],,Positive,in vitro
Cadusafos,CCC(C)SP(=O)(OCC)SC(C)CC,95465-99-9,Negative,in vivo
Cadusafos,CCC(C)SP(=O)(OCC)SC(C)CC,95465-99-9,Negative,in vitro
CAFFEIC ACID,C1=CC(=C(C=C1C=CC(=O)O)O)O,331-39-5,Positive,In vivo
CAFFEINE,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,58-08-2,Negative,In vivo
Caffeine,CN1C=NC2=C1C(=O)N(C(=O)N2C)C,58-08-2,Positive,in vitro
Calcium 3-hydroxy-4-[4-methyl-2-sulphonatophenylazol]-2-napthoate,CC1=CC(=C(C=C1)N=NC2=C(C(=CC3=CC=CC=C32)C(=O)O)[O-])S(=O)(=O)[O-].[Ca+2],5281-04-9,Negative,in vitro
Calcium chromate,[O-][Cr](=O)(=O)[O-].[Ca+2],13765-19-0,Positive,in vitro
Calcium cyanamide,C(#N)N.[Ca+2],156-62-7,Positive,in vitro
Calcium cyanide,[C-]#N.[C-]#N.[Ca+2],0592-01-08,Negative,In vivo
Calcium phosphide,[P-3].[P-3].[Ca+2].[Ca+2].[Ca+2],1305-99-3,Negative,in vivo
Calcium phosphide,[P-3].[P-3].[Ca+2].[Ca+2].[Ca+2],1305-99-3,Positive,in vivo
Calcium phosphide,[P-3].[P-3].[Ca+2].[Ca+2].[Ca+2],1305-99-3,Negative,in vitro
Calcium sodium metaphosphate,[O-]P(=O)=O.[O-]P(=O)=O.[O-]P(=O)=O.[Na+].[Ca+2],16166309,Negative,In Vivo
CALCIUM VALPROATE,CCCC(CCC)C(=O)[O-].CCCC(CCC)C(=O)[O-].[Ca+2],33433-82-8,Positive,In vivo
calcium;2-[(3-carboxy-2-oxidonaphthalen-1-yl)diazenyl]-5-methylbenzenesulfonate,CC1=CC(=C(C=C1)N=NC2=C(C(=CC3=CC=CC=C32)C(=O)O)[O-])S(=O)(=O)[O-].[Ca+2],135423095,Negative,In Vivo
calcium;2-[(3-carboxy-2-oxidonaphthalen-1-yl)diazenyl]naphthalene-1-sulfonate,C1=CC=C2C(=C1)C=CC(=C2S(=O)(=O)[O-])N=NC3=C(C(=CC4=CC=CC=C43)C(=O)O)[O-].[Ca+2],135487685,Negative,In Vivo
calcium;2-hydroxypropanoate,CC(C(=O)[O-])O.CC(C(=O)[O-])O.[Ca+2],13144,Negative,In Vivo
calcium;2-propylpentanoate,CCCC(CCC)C(=O)[O-].CCCC(CCC)C(=O)[O-].[Ca+2],86480,Negative,In Vivo
calcium;2-propylpentanoate,CCCC(CCC)C(=O)[O-].CCCC(CCC)C(=O)[O-].[Ca+2],86480,Positive,In Vivo
"calcium;2,2-dichloropropanoate",CC(C(=O)[O-])(Cl)Cl.CC(C(=O)[O-])(Cl)Cl.[Ca+2],,Positive,in vitro
calcium;3-carboxy-1-phenyldiazenylnaphthalen-2-olate,C1=CC=C(C=C1)N=NC2=C(C(=CC3=CC=CC=C32)C(=O)O)[O-].C1=CC=C(C=C1)N=NC2=C(C(=CC3=CC=CC=C32)C(=O)O)[O-].[Ca+2],135565537,Negative,In Vivo
calcium;dichloride,[Cl-].[Cl-].[Ca+2],14639-81-7,Negative,in vitro
calcium;dioxido(dioxo)chromium,[O-][Cr](=O)(=O)[O-].[Ca+2],26264,Positive,In Vivo
calcium;dioxido(dioxo)chromium,[O-][Cr](=O)(=O)[O-].[Ca+2],13765-19-0,Positive,in vivo
calcium;dioxido(dioxo)chromium,[O-][Cr](=O)(=O)[O-].[Ca+2],13765-19-0,Positive,in vitro
calcium;N-cyclohexylsulfamate,C1CCC(CC1)NS(=O)(=O)[O-].C1CCC(CC1)NS(=O)(=O)[O-].[Ca+2],139-06-0,Negative,in vivo
calcium;N-cyclohexylsulfamate,C1CCC(CC1)NS(=O)(=O)[O-].C1CCC(CC1)NS(=O)(=O)[O-].[Ca+2],8752,Positive,In Vivo
calcium;sodium;2-[bis(carboxylatomethyl)amino]acetate,C(C(=O)[O-])N(CC(=O)[O-])CC(=O)[O-].[Na+].[Ca+2],,Negative,in vivo
CANDESARTAN CILEXETIL,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6,145040-37-5,Negative,In vivo
Caprolactam,C1CCC(=O)NCC1,105-60-2,Negative,In vivo
Caprolactam,C1CCC(=O)NCC1,105-60-2,Negative,in vitro
CAPSAICIN,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,404-86-4,Negative,In vivo
CAPSAICIN,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,404-86-4,Positive,In vivo
Capsaicin,CC(C)C=CCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,404-86-4,Positive,in vitro
CAPTAFOL,C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,2425-06-1,Positive,In vivo
Captafol,C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,2425-06-01,Negative,In vivo
Captafol,C1C=CCC2C1C(=O)N(C2=O)SC(C(Cl)Cl)(Cl)Cl,2425-06-1,Positive,in vitro
Captan,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,133-06-2,Negative,in vivo
Captan,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,133-06-2,Positive,in vivo
Captan,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,0133-06-02,Negative,In vivo
Captan,C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl,133-06-2,Positive,in vitro
Carbadox,COC(=O)NN=CC1=[N+](C2=CC=CC=C2[N+](=C1)[O-])[O-],6804-07-5,Positive,in vitro
CARBAMYL HYDRAZINE.HCl,C(=O)(N)NN.Cl,563-41-7,Negative,In vivo
CARBAMYL HYDRAZINE.HCl,C(=O)(N)NN.Cl,563-41-7,Positive,In vivo
CARBARSONE,C1=CC(=CC=C1NC(=O)N)[As](=O)(O)O,121-59-5,Negative,In vivo
Carbaryl,CNC(=O)OC1=CC=CC2=CC=CC=C21,63-25-2,Negative,in vivo
Carbaryl,CNC(=O)OC1=CC=CC2=CC=CC=C21,63-25-2,Positive,In vivo
Carbaryl,CNC(=O)OC1=CC=CC2=CC=CC=C21,63-25-2,Negative,in vitro
Carbaryl,CNC(=O)OC1=CC=CC2=CC=CC=C21,63-25-2,Positive,in vitro
CARBAZOLE,C1=CC=C2C(=C1)C3=CC=CC=C3N2,86-74-8,Positive,In vivo
Carbendazim,COC(=O)NC1=NC2=CC=CC=C2N1,10605-21-7,Negative,in vivo
Carbendazim,COC(=O)NC1=NC2=CC=CC=C2N1,10605-21-7,Positive,in vivo
Carbendazim,COC(=O)NC1=NC2=CC=CC=C2N1,10605-21-7,Negative,in vitro
Carbetamide,CCNC(=O)[C@@H](C)OC(=O)NC1=CC=CC=C1,16118-49-3,Negative,in vivo
Carbetamide,CCNC(=O)[C@@H](C)OC(=O)NC1=CC=CC=C1,16118-49-3,Negative,in vitro
Carbofuran,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,1563-66-2,Negative,in vivo
Carbofuran,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,1563-66-2,Positive,in vivo
Carbofuran,CC1(CC2=C(O1)C(=CC=C2)OC(=O)NC)C,1563-66-2,Negative,in vitro
Carbon Disulfide,C(=S)=S,75-15-0,Positive,in vivo
Carbon disulfide,C(=S)=S,75-15-0,Negative,In vivo
CARBON TETRACHLORIDE,C(Cl)(Cl)(Cl)Cl,56-23-5,Positive,In vivo
Carbonyl sulfide,C(=O)=S,463-58-1,Negative,In vivo
Carbosulfan,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,55285-14-8,Negative,in vivo
Carbosulfan,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,55285-14-8,Positive,in vivo
Carbosulfan,CCCCN(CCCC)SN(C)C(=O)OC1=CC=CC2=C1OC(C2)(C)C,55285-14-8,Negative,in vitro
Carboxin,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,5234-68-4,Negative,In vivo
Carboxin,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2,5234-68-4,Negative,in vitro
CARBOXYMETHYLNITROSOUREA,C(C(=O)O)N(C(=O)N)N=O,60391-92-6,Positive,In vivo
Carfentrazone-ethyl,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl,128639-02-1,Negative,in vivo
Carfentrazone-ethyl,CCOC(=O)C(CC1=CC(=C(C=C1Cl)F)N2C(=O)N(C(=N2)C)C(F)F)Cl,128639-02-1,Negative,in vitro
"Carmustine [1,3-bis(2-chloroethyl)nitrosurea]",C(CCl)NC(=O)N(CCCl)N=O,154-93-8,Positive,in vitro
"CARRAGEENAN, NATIVE",CCC(=O)C1=C(C(=C(C=C1)F)C2CC2NC(=O)NC3=NC=C(C=C3)C#N)O.CC(=O)[O-].CC(=O)[O-].[Zn+2],9000-07-1,Negative,In vivo
CATECHOL,C1=CC=C(C(=C1)O)O,120-80-9,Positive,In vivo
CATECHOL,C1=CC=C(C(=C1)O)O,120-80-9,Negative,In vivo
CELECOXIB,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,169590-42-5,Negative,In vivo
CELIPROLOL,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,56980-93-9,Negative,In vivo
Cerium Oxide and Cerium Compounds,O=[Ce]=O,1306-38-3,Negative,In vivo
cesium;chloride,[Cl-].[Cs+],7647-17-8,Positive,in vitro
cesium;nitrate,[N+](=O)([O-])[O-].[Cs+],7789-18-6,Positive,in vitro
CEVIMELINE.HCl,CC1OC2(CN3CCC2CC3)CS1.CC1OC2(CN3CCC2CC3)CS1.O.Cl.Cl,153504-70-2,Negative,In vivo
CHENODEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C,474-25-9,Negative,In vivo
CHLORAL HYDRATE,C(C(Cl)(Cl)Cl)(O)O,302-17-0,Positive,In vivo
Chloral hydrate,C(C(Cl)(Cl)Cl)(O)O,302-17-0,Negative,In vivo
Chloral hydrate,C(C(Cl)(Cl)Cl)(O)O,302-17-0,Positive,in vitro
Chloramben,C1=C(C=C(C(=C1C(=O)O)Cl)N)Cl,133-90-4,Negative,In vivo
Chloramben,C1=C(C=C(C(=C1C(=O)O)Cl)N)Cl,133-90-4,Positive,in vitro
CHLORAMBUCIL,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,305-03-3,Positive,In vivo
Chlorambucil,C1=CC(=CC=C1CCCC(=O)O)N(CCCl)CCCl,0305-03-03,Positive,in vitro
Chloramine,NCl,25423,Negative,In Vivo
CHLORAMPHENICOL,C1=CC(=CC=C1C(C(CO)NC(=O)C(Cl)Cl)O)[N+](=O)[O-],56-75-7,Negative,In vivo
chlorane,Cl,7647-01-0,Negative,in vitro
Chlorantraniliprole,CC1=C(C(=CC(=C1)Cl)C(=O)NC)NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br,500008-45-7,Negative,in vivo
Chlorantraniliprole,CC1=C(C(=CC(=C1)Cl)C(=O)NC)NC(=O)C2=CC(=NN2C3=C(C=CC=N3)Cl)Br,500008-45-7,Negative,in vitro
Chlordane (technical grade),C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,57-74-9,Positive,in vitro
Chlordane (Technical),C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,12789-03-06,Positive,In vivo
"Chlordane, analytical grade",C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,57-74-9,Positive,in vitro
"CHLORDANE, TECHNICAL GRADE",C1C2C(C(C1Cl)Cl)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl,57-74-9,Positive,In vivo
Chlordecone (Kepone),C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl,143-50-0,Positive,In vivo
Chloridazon,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl,1698-60-8,Negative,in vivo
Chloridazon,C1=CC=C(C=C1)N2C(=O)C(=C(C=N2)N)Cl,1698-60-8,Negative,in vitro
Chlorimuron-ethyl,CCOC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)Cl)OC,90982-32-4,Negative,In vivo
CHLORINE,ClCl,7782-50-5,Negative,In vivo
Chlorine cyanide,C(#N)Cl,506-77-4,Negative,In vivo
Chlorine dioxide,O=Cl[O],10049-04-04,Negative,In vivo
Chlorine dioxide,O=Cl[O],10049-04-4,Positive,in vitro
Chlorite (sodium salt),[O-]Cl=O.[Na+],7758-19-2,Negative,In vivo
Chlormequat chloride,C[N+](C)(C)CCCl.[Cl-],999-81-5,Negative,in vivo
Chlormequat chloride,C[N+](C)(C)CCCl.[Cl-],999-81-5,Negative,in vitro
Chlornaphazine,C1=CC=C2C=C(C=CC2=C1)N(CCCl)CCCl ,0494-03-01,Positive,in vitro
"Chloro-1,1-difluoroethane",CC(F)(F)Cl,75-68-3,Negative,In vivo
chloro(2-methoxyethyl)mercury,COCC[Hg]Cl,123-88-6,Negative,in vitro
chloro(chloromethoxy)methane,C(OCCl)Cl,10967,Positive,In Vivo
chloro(chloromethoxy)methane,C(OCCl)Cl,542-88-1,Positive,in vivo
chloro(difluoro)methane,C(F)(F)Cl,6372,Negative,In Vivo
chloro(difluoro)methane,C(F)(F)Cl,75-45-6,Positive,in vitro
chloro(fluoro)methane,C(F)Cl,11643,Positive,In Vivo
chloro(methoxy)methane,COCCl,7864,Positive,In Vivo
chloro(methoxy)methane,COCCl,107-30-2,Positive,in vivo
chloro(methoxy)methane,COCCl,107-30-2,Positive,in vitro
chloro(methyl)mercury,C[Hg]Cl,409301,Negative,In Vivo
chloro(methyl)mercury,C[Hg]Cl,409301,Positive,In Vivo
chloro(methyl)mercury,C[Hg]Cl,0115-09-03,Negative,in vivo
chloro(methyl)mercury,C[Hg]Cl,0115-09-03,Positive,in vitro
chloro(triethyl)plumbane,CC[Pb](CC)(CC)Cl,1067-14-7,Negative,in vitro
CHLOROACETALDEHYDE,C(C=O)Cl,107-20-0,Negative,In vivo
CHLOROACETALDEHYDE,C(C=O)Cl,107-20-0,Positive,In vivo
Chloroacetaldehyde,C(C=O)Cl,107-20-0,Positive,in vitro
Chloroacetophenone,C1=CC=C(C=C1)C(=O)CCl,532-27-4,Negative,In vivo
Chloroaniline,C1=CC(=CC=C1N)Cl,106-47-8,Negative,In vivo
chlorobenzene,C1=CC=C(C=C1)Cl,7964,Negative,In Vivo
Chlorobenzene,C1=CC=C(C=C1)Cl,108-90-7,Negative,In vivo
chlorobenzene,C1=CC=C(C=C1)Cl,108-90-7,Positive,in vitro
CHLOROBENZILATE,CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,510-15-6,Positive,In vivo
Chlorobenzilate,CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,510-15-6,Negative,In vivo
Chlorobenzilate,CCOC(=O)C(C1=CC=C(C=C1)Cl)(C2=CC=C(C=C2)Cl)O,510-15-6,Negative,in vitro
Chlorobutane,CCCCCl,78-86-4,Negative,In vivo
Chlorobutane,CCCCCl,109-69-3,Negative,In vivo
chlorocopper,Cl[Cu],7758-89-6,Negative,in vitro
Chlorocyclopentadiene,C1=CC(C=C1)Cl,41851-50-7,Negative,In vivo
Chlorodibromomethane,C(Cl)(Br)Br,124-48-1,Positive,in vitro
CHLORODIFLUOROMETHANE,C(F)(F)Cl,75-45-6,Negative,In vivo
Chlorodifluoromethane (GAS) [AKA fluorocarbon 22],C(F)(F)Cl,75-45-6,Negative,in vitro
chloroethane,CCCl,6337,Negative,In Vivo
chloroethane,CCCl,6337,Positive,In Vivo
Chloroethane,CCCl,75-00-3,Positive,in vitro
chloroethene,C=CCl,75-01-4,Negative,in vivo
chloroethene,C=CCl,6338,Positive,In Vivo
chloroethene,C=CCl,75-01-4,Positive,in vivo
chloroethene,C=CCl,6338,Negative,In Vivo
chloroethene,C=CCl,75-01-4,Negative,in vitro
CHLOROFLUOROMETHANE,C(F)Cl,593-70-4,Positive,In vivo
CHLOROFORM,C(Cl)(Cl)Cl,67-66-3,Negative,In vivo
chloroform,C(Cl)(Cl)Cl,6212,Negative,In Vivo
chloroform,C(Cl)(Cl)Cl,6212,Positive,In Vivo
CHLOROFORM,C(Cl)(Cl)Cl,67-66-3,Positive,In vivo
chloroform,C(Cl)(Cl)Cl,67-66-3,Negative,in vitro
chloromercury,Cl[Hg],7546-30-7,Positive,in vitro
chloromethane,CCl,74-87-3,Positive,in vitro
CHLOROMETHYL METHYL ETHER,COCCl,107-30-2,Positive,In vivo
Chloromethyl methyl ether (CMME),COCCl,107-30-2,Negative,In vivo
chloromethylbenzene,C1=CC=C(C=C1)CCl,7503,Positive,In Vivo
chloromethylbenzene,C1=CC=C(C=C1)CCl,100-44-7,Positive,in vivo
chloromethylbenzene,C1=CC=C(C=C1)CCl,7503,Negative,In Vivo
chloromethylbenzene,C1=CC=C(C=C1)CCl,100-44-7,Negative,in vitro
Chloronaphthalene,C1=CC=C2C=C(C=CC2=C1)Cl,91-58-7,Negative,In vivo
Chlorophenol,C1=CC=C(C(=C1)O)Cl,95-57-8,Negative,In vivo
Chlorophenyl methyl sulfide,CSC1=CC=C(C=C1)Cl,0123-09-01,Negative,In vivo
Chlorophenyl methyl sulfone,CS(=O)(=O)C1=CC=C(C=C1)Cl,98-57-7,Negative,In vivo
Chlorophenyl methyl sulfoxide,CS(=O)C1=CC=C(C=C1)Cl,934-73-6,Negative,In vivo
Chloroprene,C=CC(=C)Cl,126-99-8,Positive,In vivo
CHLOROPRENE (99.6% CHLOROPRENE),C=CC(=C)Cl,126-99-8,Negative,In vivo
Chloroquine,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,54-05-7,Positive,in vitro
chlorosilver,Cl[Ag],7783-90-6,Negative,in vitro
CHLOROTETRAFLUOROETHANE,C(C(F)(F)F)(F)Cl,2837-89-0,Negative,In vivo
chlorothallium,Cl[Tl],7791-12-0,Positive,in vitro
Chlorothalonil,C(#N)C1=C(C(=C(C(=C1Cl)Cl)Cl)C#N)Cl,1897-45-6,Negative,In vivo
Chlorotoluene,CC1=CC=CC=C1Cl,95-49-8,Negative,In vivo
CHLOROZOTOCIN,C(CCl)N(C(=O)NC(C=O)C(C(C(CO)O)O)O)N=O,54749-90-5,Positive,In vivo
Chlorozotocin,C(CCl)N(C(=O)NC(C=O)C(C(C(CO)O)O)O)N=O,54749-90-5,Positive,in vitro
CHLORPHENIRAMINE MALEATE,CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,113-92-8,Negative,In vivo
"Chlorpheniramine maleate 
[AKA pyridine,2-p-chloro-alpha-2-
dimethylaminoethylbenzyl-, maleate 1:1,]",CN(C)CCC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=CC(=O)O)C(=O)O,113-92-8,Positive,in vitro
Chlorpropham,CC(C)OC(=O)NC1=CC(=CC=C1)Cl,101-21-3,Negative,In vivo
Chlorpyrifos,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,2921-88-2,Negative,in vivo
Chlorpyrifos,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,2921-88-2,Negative,in vitro
Chlorsulfuron,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2Cl,64902-72-3,Negative,in vivo
Chlorsulfuron,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2Cl,64902-72-3,Negative,in vitro
Chlorthal-dimethyl,COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl,1861-32-1,Negative,in vivo
Chlorthal-dimethyl,COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl,1861-32-1,Positive,in vivo
Chlorthal-dimethyl,COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl,1861-32-1,Negative,in vitro
CHOCOLATE BROWN HT,C1=CC=C2C(=C1)C(=CC=C2S(=O)(=O)[O-])NN=C3C=C(C(=O)C(=NNC4=CC=C(C5=CC=CC=C54)S(=O)(=O)[O-])C3=O)CO.[Na+].[Na+],4553-89-3,Negative,In vivo
CHOLINE CHLORIDE,C[N+](C)(C)CCO.[Cl-],67-48-1,Negative,In vivo
Chromafenozide,CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C3=C(C=C2)OCCC3)C)C,143807-66-3,Negative,in vivo
Chromafenozide,CC1=CC(=CC(=C1)C(=O)N(C(C)(C)C)NC(=O)C2=C(C3=C(C=C2)OCCC3)C)C,143807-66-3,Negative,in vitro
chromen-2-one,C1=CC=C2C(=C1)C=CC(=O)O2,323,Negative,In Vivo
chromen-2-one,C1=CC=C2C(=C1)C=CC(=O)O2,323,Positive,In Vivo
chromen-2-one,C1=CC=C2C(=C1)C=CC(=O)O2,91-64-5,Positive,in vitro
CHROMIC OXIDE PIGMENT,O=[Cr]O[Cr]=O,1308-38-9,Negative,In vivo
chromium,[Cr],23976,Positive,In Vivo
CHROMIUM (III) ACETATE,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Cr+3],1066-30-4,Negative,In vivo
chromium(3+);dioxido(dioxo)chromium,[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[Cr+3].[Cr+3],32520,Positive,In Vivo
chromium(3+);pyridine-2-carboxylate;hydrate,C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].O.[Cr+3],22833491,Negative,In Vivo
chromium(3+);trinitrate;nonahydrate,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].O.O.O.O.O.O.O.O.O.[Cr+3],7789-02-08,Positive,in vitro
"Chromium(III), insoluble salts",[Cr+3],16065-83-1,Negative,In vivo
Chromium(VI),[Cr+6],18540-29-9,Positive,In vivo
CHRYSAZIN,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,117-10-2,Positive,In vivo
Chrysazin,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,81-55-0,Positive,in vitro
chrysen-6-amine,C1=CC=C2C(=C1)C=CC3=C2C=C(C4=CC=CC=C34)N,17534,Negative,In Vivo
chrysen-6-amine,C1=CC=C2C(=C1)C=CC3=C2C=C(C4=CC=CC=C34)N,2642-98-0,Positive,in vitro
chrysene,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,9171,Negative,In Vivo
chrysene,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,9171,Positive,In Vivo
Chrysene,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,0218-01-09,Negative,In vivo
chrysene,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,0218-01-09,Positive,in vivo
Chrysene,C1=CC=C2C(=C1)C=CC3=C2C=CC4=CC=CC=C43,0218-01-09,Positive,in vitro
CIMETIDINE,CC1=C(N=CN1)CSCCNC(=NC)NC#N,51481-61-9,Negative,In vivo
CIPROFIBRATE,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,52214-84-3,Positive,In vivo
CIPROFIBRATE,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,52214-84-3,Negative,In vivo
Ciprofloxacin,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,85721-33-1,Positive,in vitro
Cisplatin,N.N.Cl[Pt]Cl,15663-27-1,Positive,in vitro
CITRININ,CC1C(OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C,518-75-2,Positive,In vivo
Citrinin,CC1C(OC=C2C1=C(C(=C(C2=O)C(=O)O)O)C)C,518-75-2,Positive,in vitro
Clethodim,CC/C(=N\OC/C=C/Cl)/C1=C(CC(CC1=O)CC(C)SCC)O,99129-21-2,Negative,in vivo
Clethodim,CC/C(=N\OC/C=C/Cl)/C1=C(CC(CC1=O)CC(C)SCC)O,99129-21-2,Negative,in vitro
CLIVORINE,CC1C=C(C(=O)OC2CC[N+]3(C2(C(=CC3)COC(=O)C1(C)OC(=O)C)[O-])C)C=C,33979-15-6,Positive,In vivo
CLOBUZARIT,CC(C)(C(=O)O)OCC1=CC=C(C=C1)C2=CC=C(C=C2)Cl,22494-47-9,Negative,In vivo
CLOBUZARIT,CC(C)(C(=O)O)OCC1=CC=C(C=C1)C2=CC=C(C=C2)Cl,22494-47-9,Positive,In vivo
Clodinafop-propargyl,O=C(OCC#C)[C@H](OC1=CC=C(OC2=NC=C(Cl)C=C2F)C=C1)C,105512-06-9,Negative,in vivo
Clodinafop-propargyl,O=C(OCC#C)[C@H](OC1=CC=C(OC2=NC=C(Cl)C=C2F)C=C1)C,105512-06-9,Negative,in vitro
Clofentezine,Clc3ccccc3c1nnc(nn1)c2ccccc2Cl,74115-24-5,Negative,in vivo
Clofentezine,Clc3ccccc3c1nnc(nn1)c2ccccc2Cl,74115-24-5,Negative,in vitro
